"listeners_cum","artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists_log","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm_log","key","mode","danceability_.","valence_.","energy_._boxcox","acousticness_.","liveness_.","speechiness_.","streams"
23984004,1,"Freitag",1,"December",6.69826805411541,4,11,58,5,1e-04,21,4.95582705760126,"G","Major",61,92,578.056448859614,1e-04,26,3,18.8158896566356
21493520.5,2,"Freitag",1,"August",8.65347080970879,10,108,16,197,3,165,4.97673374242057,"F#","Minor",59,20,423.714713174103,1,15,5,20.0245538736638
23984004,1,"Freitag",1e-04,"March",5.87493073085203,4,4,20,1e-04,1e-04,1e-04,4.79579054559674,"F#","Minor",64,67,476.361168533288,1e-04,36,3,18.3017970790758
23984004,1,"Freitag",1e-04,"March",6.40357419793482,6,22,101,1e-04,1e-04,66,4.9416424226093,"D#","Minor",66,43,441.035092945455,49,12,3,18.6511357413835
48841684.3333333,3,"Donnerstag",1e-04,"February",7.08170858610557,1e-04,29,3,18,1e-04,19,4.91998092582813,"C#","Minor",84,44,364.945757143636,8,11,6,18.470063627667
23984004,1,"Dienstag",1e-04,"January",6.361302477573,1e-04,11,54,1e-04,1e-04,103,4.64439089914137,"G#","Major",56,72,521.774185913264,1e-04,15,3,18.3759254826032
19013260,1,"Freitag",1e-04,"February",7.34794382314869,2,61,6,48,1e-04,150,4.52178857704904,"F","Major",57,68,441.035092945455,7,33,3,18.789376744598
33829480,1,"Donnerstag",1,"December",7.74109909003537,20,49,23,110,1e-04,8,4.98360662170834,"D","Minor",74,51,200.579451308314,86,21,38,19.5128179444102
8399964,1,"Montag",1e-04,"January",4.89783979995091,4,4,6,1e-04,1e-04,23,4.78749174278205,"D","Major",56,20,187.313237696657,89,12,4,18.9309265176378
23984004,1,"Dienstag",1e-04,"January",6.06378520868761,1e-04,15,17,1e-04,1e-04,1e-04,4.969813299576,"D","Major",68,83,485.333333333333,9,8,4,18.234609782919
31029742.5,2,"Samstag",1,"November",4.45434729625351,1e-04,11,101,1e-04,1e-04,48,4.54329478227,"A","Major",59,44,278.710418212454,80,6,3,18.7559812658124
5881854,1,"Montag",1,"October",6.44413125670044,14,32,3,9,1e-04,1e-04,4.54329478227,"G#","Major",73,65,467.444905978621,5,11,6,19.5299569503941
40896443.5,2,"Donnerstag",1,"December",7.43897159239586,15,30,15,34,2,47,4.72738781871234,"G","Minor",79,66,423.714713174103,8,11,5,19.2155252222728
16167745.5,2,"Freitag",1e-04,"March",5.79605775076537,1e-04,14,35,1,1e-04,1e-04,4.99721227376411,"E","Major",50,49,441.035092945455,12,12,3,17.8911976639315
51522264,1,"Freitag",1e-04,"March",7.06304816338817,1e-04,45,11,20,1e-04,21,4.58496747867057,"C#","Major",70,29,415.141515605453,12,11,26,18.2151239967123
4089505,1,"Dienstag",1,"May",5.08759633523238,6,1,10,1,1e-04,1,4.9416424226093,"B","Major",58,26,155.498488075214,91,10,4,18.8703376185165
65682546,1,"Freitag",1,"December",7.83834331555712,6,59,100,58,13,2,4.60517018598809,"G","Major",36,28,98.1080489464114,81,18,3,19.4676779882313
45178343,2,"Donnerstag",1e-04,"February",5.95842469302978,11,11,15,14,3,1,4.9416424226093,"F#","Major",86,68,467.444905978621,39,11,29,18.3528184117364
22877933,1,"Montag",1,"August",6.79346613258001,17,20,119,12,2,7,4.60517018598809,"E","Minor",59,78,606.90920879618,27,29,23,19.7112146031381
56615107,1,"Samstag",12,"January",8.27103686579295,1e-04,66,26,277,3,734,4.60517018598809,"A","Minor",59,49,348.697835759604,2,13,3,19.7356841897469
51269365,2,"Mittwoch",1,"October",8.20111164444276,15,118,34,150,4,19,4.88280192258637,"Keine Angabe","Minor",87,82,389.774679049235,42,21,5,19.7575918721973
23984004,1,"Freitag",1e-04,"March",5.64190707093811,1e-04,6,15,1e-04,1e-04,1e-04,4.95582705760126,"D","Major",49,48,364.945757143636,10,26,3,17.8503399077477
37056443,1,"Freitag",1e-04,"January",6.78897174299217,22,11,24,7,1,7,5.17048399503815,"E","Minor",72,96,332.697998527472,25,21,7,18.9825759035738
23984004,1,"Freitag",1,"May",6.87523208727658,4,16,53,1,1e-04,61,4.9416424226093,"F#","Major",53,51,389.774679049235,49,14,3,19.1298069176944
34807979,1,"Dienstag",23,"October",10.1292277296976,6,63,1e-04,6808,2,1e-04,4.65396035015752,"D#","Minor",55,40,568.543312163642,1,32,6,21.2082600291538
5886851,1,"Donnerstag",1,"December",6.27476202124194,4,20,1,71,2,1e-04,4.90527477843843,"F","Major",81,97,449.781505219462,75,35,3,18.7155456926721
473027,1,"Donnerstag",1,"July",5.48893772615669,1e-04,12,2,13,1e-04,4,4.85203026391962,"E","Minor",82,61,301.458399416165,30,12,4,18.0650016611222
64736848.5,2,"Freitag",1,"June",8.57187075270693,14,94,21,80,15,38,4.61512051684126,"F","Major",74,43,381.438031027565,12,12,7,20.2278104961876
83335265,1,"Freitag",1,"May",7.85941315469358,30,20,64,35,6,1e-04,4.80402104473326,"A#","Major",88,43,235.035593728849,7,14,5,20.3248249441741
37056443,1,"Donnerstag",1,"September",7.47816969415979,34,16,19,21,3,4,4.65396035015752,"Keine Angabe","Minor",76,49,278.710418212454,80,10,13,19.7081531000218
3241592,2,"Freitag",1,"December",6.11809719804135,4,6,1,21,1e-04,1,4.4188406077966,"C#","Major",53,40,143.333333333333,73,11,33,18.3544091485755
28151111.75,4,"Freitag",2,"September",8.72907355045174,7,122,88,580,21,10,4.34380542185368,"B","Minor",72,59,441.035092945455,24,42,28,20.9249660332906
35946623,1,"Freitag",6,"August",8.1886891244442,11,7,1e-04,203,1e-04,2,4.9416424226093,"B","Minor",75,18,82.6666666666667,78,11,26,20.7452799680448
7774822,2,"Donnerstag",1,"November",7.13409372119287,6,26,69,73,2,6,5.06259503302697,"C#","Major",65,72,616.630308504568,31,92,5,19.3893867185945
67559504.5,2,"Freitag",4,"June",8.76374072050946,31,177,109,305,3,5,5.17048399503815,"G","Major",75,43,348.697835759604,15,11,32,21.0845195665286
9518417,2,"Donnerstag",1,"October",6.49223983502047,15,19,59,18,5,52,4.58496747867057,"B","Major",73,88,286.227041873622,56,5,2,19.2829676143268
36433268,1,"Freitag",1e-04,"January",7.15695636461564,1e-04,57,4,48,1e-04,1e-04,4.67282883446191,"B","Minor",66,47,167.988141875647,72,11,3,18.8096029090163
104681090,1,"Mittwoch",3,"February",8.99764207852351,6,45,115,218,1,221,4.69134788222914,"F","Minor",66,16,286.227041873622,10,12,3,20.3638530628544
17704717,1,"Freitag",1,"July",7.75448154747038,2,1e-04,1e-04,25,1e-04,1e-04,4.69134788222914,"A#","Minor",84,72,423.714713174103,10,34,7,20.4001561842018
23984004,1,"Freitag",1e-04,"March",5.31320597904179,1e-04,5,9,1e-04,1e-04,1e-04,4.99721227376411,"Keine Angabe","Major",53,61,485.333333333333,5,36,4,17.3550478278835
8570706,1,"Mittwoch",3,"May",6.52941883826223,14,24,94,9,1e-04,23,5.06259503302697,"F#","Minor",60,52,441.035092945455,17,19,5,19.8146889020937
6250395.5,2,"Donnerstag",1,"September",7.80791662892641,13,53,7,56,3,1,4.54329478227,"F","Minor",74,64,415.141515605453,6,10,6,19.5504168587639
13135899,1,"Mittwoch",1,"October",5.66296048013595,6,11,80,1,1e-04,8,4.56434819146784,"F#","Minor",70,40,242.14189990379,35,10,4,19.5824770931403
83335265,1,"Freitag",1,"May",8.4277060249147,33,74,113,85,9,2,4.60517018598809,"F","Minor",80,29,364.945757143636,29,12,3,20.6278578479589
48341078,2,"Freitag",2,"September",8.72046051272565,13,1e-04,1e-04,1e-04,1e-04,1e-04,4.65396035015752,"A","Major",58,42,373.161576722668,1,14,4,20.7833882263123
23984004,1,"Freitag",1e-04,"March",5.11198778835654,1e-04,2,10,1e-04,1e-04,1e-04,4.8283137373023,"Keine Angabe","Major",53,32,356.791023137316,38,9,3,17.2975794422161
28095645,1,"Freitag",1e-04,"January",7.51643330291563,1e-04,105,41,114,1,59,5.13579843705026,"F#","Minor",56,56,332.697998527472,13,19,27,18.6437337871708
41796562.6666667,3,"Freitag",1e-04,"January",7.54433210805369,1e-04,86,1,49,1e-04,9,4.74493212836325,"Keine Angabe","Major",70,84,568.543312163642,17,41,6,18.4578576777029
34652194,1,"Freitag",1e-04,"January",7.64873978895624,16,88,24,101,7,451,4.80402104473326,"G#","Major",64,25,559.082880502025,1e-04,15,9,18.7152574189149
9693140,1,"Montag",1,"October",6.63463335786169,12,23,95,11,1e-04,3,4.65396035015752,"A#","Minor",88,82,476.361168533288,8,11,8,19.5227926385168
22303562,1,"Mittwoch",1,"November",7.11069612297883,1e-04,27,1e-04,28,13,1e-04,4.89034912822175,"F","Major",66,74,512.581811168387,25,21,4,18.8675348793873
6303360.5,2,"Freitag",1e-04,"January",6.0282785202307,2,15,40,21,1,15,4.60517018598809,"Keine Angabe","Major",79,60,373.161576722668,7,26,4,18.844969536296
65682546,1,"Freitag",1,"October",8.15162164696975,1e-04,71,95,31,1e-04,2,4.78749174278205,"D#","Minor",82,55,200.579451308314,15,9,10,19.5509660449459
78415607,1,"Freitag",1,"October",8.10500553754725,1e-04,129,31,212,1,41,5.17614973257383,"A","Major",25,17,108.877844834367,90,13,3,19.5103496932478
26644725,1,"Donnerstag",1,"September",7.86940171257709,1e-04,113,17,208,1e-04,192,4.95582705760126,"D","Minor",64,31,406.626839296785,15,9,5,19.622169527652
10260784,1,"Freitag",7,"November",8.00836557031292,16,47,60,87,12,124,4.969813299576,"E","Minor",57,47,512.581811168387,1,52,4,19.9903524272664
36005453.5,2,"Freitag",4,"April",8.35702443926342,1e-04,113,92,259,1e-04,1,4.78749174278205,"B","Minor",65,80,531.020793741754,9,19,10,20.7867854003729
4990369,1,"Dienstag",7,"September",6.1779441140506,1e-04,9,1,12,4,3,4.90527477843843,"D","Major",92,73,242.14189990379,55,15,6,18.6257716992919
33443544,1,"Mittwoch",1,"February",8.29729437026692,10,107,44,750,22,2,4.67282883446191,"B","Major",81,82,458.584898382381,38,12,4,19.9152993784581
24076113,2,"Freitag",1,"November",7.2211050981825,1e-04,12,1,11,1e-04,8,4.68213122712422,"F#","Minor",44,38,449.781505219462,9,9,20,19.0321229147299
12450560,1,"Donnerstag",8,"January",9.78987082574916,4,69,76,335,1e-04,2,4.99043258677874,"Keine Angabe","Minor",51,62,467.444905978621,22,14,3,20.4872319067829
22864229.6666667,3,"Sonntag",1,"November",6.7900972355139,20,11,78,35,1e-04,21,4.74493212836325,"Keine Angabe","Major",71,34,549.675449152616,16,44,4,19.5942732026324
51942160,2,"Donnerstag",1,"April",8.4755375161474,9,124,66,212,13,1,5.15905529921453,"F","Major",70,57,340.666666666667,23,8,32,20.2229872125262
13495728,3,"Donnerstag",1e-04,"January",6.48920493132532,6,33,7,53,2,1e-04,4.49980967033027,"A#","Minor",68,83,398.171089263681,3,31,8,18.6110717632149
67568121,1,"Donnerstag",1,"July",8.00936307663004,2,68,89,65,1e-04,25,4.94875989037817,"E","Minor",41,9,82.6666666666667,84,14,4,19.6402265993969
56784654,1,"Mittwoch",9,"January",9.76949891253281,3,136,24,1959,1e-04,30,4.40671924726425,"F","Major",68,50,228,56,8,4,21.1976268048138
24476511,1,"Freitag",3,"March",8.72745411689943,7,82,1,231,1e-04,2,4.52178857704904,"F","Major",47,25,187.313237696657,62,32,3,20.9870136838222
17661600.3333333,6,"Montag",1,"December",4.86753445045558,4,21,79,2,1e-04,1e-04,4.75359019110636,"G#","Minor",77,65,476.361168533288,6,15,4,18.7584879319865
63146867.5,2,"Freitag",6,"June",10.2293681813014,10,537,122,2726,6,2,4.82028156560504,"A","Minor",79,59,531.020793741754,4,8,11,21.3638124959116
11357053,1,"Freitag",1e-04,"January",5.88332238848828,1e-04,12,56,13,1e-04,13,4.8283137373023,"A#","Minor",71,83,559.082880502025,1,17,9,18.4943289797292
20280621,1,"Freitag",1,"August",7.58222919427646,16,57,119,77,1,13,4.49980967033027,"Keine Angabe","Major",80,71,381.438031027565,2,27,10,20.1278003764104
50026310.6666667,3,"Mittwoch",1,"April",8.61086566727887,14,128,84,75,1e-04,35,4.4188406077966,"C#","Major",46,34,340.666666666667,31,7,34,20.1373309424587
66869858,1,"Donnerstag",4,"October",10.2079898682182,1e-04,532,77,1535,3,8,4.82028156560504,"B","Minor",79,68,467.444905978621,1,10,8,21.5574932093045
6173543,1,"Freitag",9,"August",7.48211892355212,14,1,9,3,1e-04,1e-04,4.9416424226093,"G#","Major",58,4,309.172001029927,7,8,3,20.2876820071961
10702800.5,2,"Freitag",1,"September",7.29505641646263,4,27,64,66,1,4,5.03695260241363,"Keine Angabe","Major",64,61,578.056448859614,15,72,4,19.2209439493618
32850614,2,"Freitag",2,"July",9.49664649824803,1e-04,300,47,690,1e-04,2,5.01063529409626,"D#","Minor",74,89,389.774679049235,2,5,6,21.3189929831735
20491403,1,"Freitag",3,"January",8.30819906320645,8,78,21,240,1,52,5.2257466737132,"E","Minor",41,9,316.950153486871,2,12,5,20.5864570968236
11421637,1,"Mittwoch",8,"April",8.021256180144,6,43,53,134,1,32,5.11198778835654,"G#","Minor",40,23,221.03583670215,5,12,3,20.1635761745323
24285296,2,"Donnerstag",1,"September",8.00836557031292,12,54,32,66,2,1e-04,4.67282883446191,"Keine Angabe","Major",87,20,503.443991379318,1e-04,31,9,19.5328006788829
3096480,3,"Freitag",1,"September",6.74758652682932,1e-04,14,1,50,1e-04,1e-04,4.46590811865458,"G","Major",87,52,249.318221765503,31,28,24,18.9746056724781
18112297,1,"Freitag",1,"August",7.67925142595306,15,72,97,58,1e-04,154,4.40671924726425,"G#","Major",40,39,340.666666666667,21,7,7,19.467247957471
65682546,1,"Freitag",1,"December",7.30249642372733,1e-04,22,51,12,1e-04,1e-04,4.7361984483945,"A","Minor",46,60,98.1080489464114,91,21,4,18.911001573961
22199409,1,"Freitag",1,"November",7.44014668066269,1e-04,38,45,36,16,1e-04,4.99721227376411,"G#","Major",47,15,249.318221765503,38,29,5,19.3224264803697
33829480,1,"Mittwoch",1,"July",8.3354314778808,44,57,44,183,1,11,4.9416424226093,"F#","Major",91,97,286.227041873622,38,40,29,19.9939886704911
11862701,1,"Montag",1,"October",6.96034772910131,1e-04,9,1e-04,15,1e-04,1,4.61512051684126,"G","Major",90,76,485.333333333333,15,33,6,18.9435408064972
13715221,3,"Montag",1,"January",7.95472333449791,1e-04,39,45,27,1e-04,1,4.9416424226093,"C#","Minor",81,6,512.581811168387,5,6,6,18.1784794800741
55495546.3333333,3,"Freitag",1,"December",7.3790081276283,1e-04,12,22,12,1e-04,2,4.47733681447821,"G","Minor",49,24,356.791023137316,19,18,29,19.0911559567933
83335265,1,"Freitag",2,"June",9.17409123930106,28,120,86,164,4,1e-04,5.19295685089021,"C#","Major",64,44,348.697835759604,28,14,12,20.9548492696522
51522264,1,"Freitag",1,"August",8.48198043566049,1e-04,104,17,76,9,2,4.89034912822175,"D","Major",95,91,559.082880502025,6,31,24,19.876234527698
11111382,1,"Montag",38,"September",9.99016970867185,1e-04,117,1,676,3,1e-04,4.68213122712422,"A#","Minor",63,20,271.260611193508,72,6,6,20.7478202224229
7696647,1,"Donnerstag",1,"August",6.53378883793334,1e-04,14,1,17,1e-04,2,4.31748811353631,"B","Minor",80,46,324.792325459155,3,11,46,19.1107543910437
23967136.5,2,"Freitag",2,"July",9.26530193005016,44,238,122,557,17,58,4.79579054559674,"F#","Minor",67,26,340.666666666667,52,17,10,20.695390537778
9985090,2,"Mittwoch",1,"September",7.38523092306657,1e-04,34,54,34,1e-04,2,4.9416424226093,"D","Minor",58,17,324.792325459155,18,20,8,19.1788596677459
74886858,1,"Donnerstag",3,"September",9.45367863057591,8,344,97,945,15,2,4.83628190695148,"B","Minor",81,59,568.543312163642,5,36,3,21.16507001346
6888210,1,"Mittwoch",1,"October",6.35262939631957,4,38,101,26,1e-04,1e-04,4.62497281328427,"C#","Major",58,29,606.90920879618,1e-04,9,11,19.1628029906339
7724586,1,"Freitag",1,"April",7.82364593083495,1e-04,70,1e-04,49,1e-04,1e-04,4.40671924726425,"A","Major",70,31,131.50157628316,60,11,4,19.2444994478563
65682546,1,"Donnerstag",3,"December",9.25205796532805,2,133,109,182,1,10,4.79579054559674,"C#","Minor",46,53,458.584898382381,23,72,6,20.5328597490199
46949295,2,"Freitag",3,"March",9.67369695850013,8,198,13,544,1e-04,60,4.63472898822964,"F#","Minor",70,92,503.443991379318,1,7,6,21.3124483610725
71040155,1,"Freitag",2,"June",9.15101490589137,1e-04,202,50,463,4,2,4.68213122712422,"F","Minor",82,88,441.035092945455,9,12,9,21.0077604104668
20408823,1,"Mittwoch",1,"September",6.5694814204143,7,2,4,6,1e-04,1e-04,4.44265125649032,"F","Minor",65,36,214.143844145899,31,12,10,19.0185889681715
9374601.5,2,"Montag",1,"March",8.95647984799991,28,173,79,175,1e-04,168,4.8283137373023,"C#","Minor",84,70,381.438031027565,1,5,5,19.9527874005693
107146882,1,"Freitag",1,"October",7.83873755959928,2,8,18,20,1e-04,1,4.78749174278205,"D","Major",69,40,161.703281291692,41,13,6,19.6695710892271
33448691.3333333,3,"Sonntag",1,"July",5.67675380226828,6,26,98,4,1e-04,1e-04,4.54329478227,"Keine Angabe","Major",58,44,286.227041873622,57,10,3,19.7197808213562
240181,3,"Mittwoch",93,"January",5.77765232322266,1e-04,4,1e-04,14,1e-04,1e-04,4.86753445045558,"F#","Minor",65,49,476.361168533288,22,7,5,18.3219484022258
44225542,2,"Sonntag",11,"January",9.5569750810205,4,56,38,1891,1,2,4.70048036579242,"E","Major",74,51,423.714713174103,2,29,4,21.1148108207813
30048293,1,"Freitag",29,"October",10.1524158028241,1e-04,387,132,2094,1e-04,2,5.01063529409626,"G","Major",34,33,332.697998527472,16,7,4,21.0946772680153
11972079,1,"Sonntag",39,"January",10.0057282064827,1e-04,274,111,1302,1e-04,2,4.67282883446191,"B","Minor",74,88,348.697835759604,28,46,3,20.870975338855
2897143,1,"Mittwoch",65,"January",9.61540540006301,1e-04,191,168,206,1e-04,2,4.9416424226093,"G#","Major",70,85,174.352062489831,71,45,5,20.4608791482275
1603597,1,"Dienstag",66,"January",9.24242026543959,1e-04,165,99,104,1e-04,2,4.77912349311153,"D","Major",74,78,149.374809080689,84,6,3,20.4239180680828
18369871,1,"Freitag",12,"October",9.42165422753681,1e-04,35,1e-04,549,1e-04,1e-04,4.53259949315326,"E","Major",35,38,72.869416690795,91,29,3,20.5095303110485
65440977,1,"Freitag",10,"December",9.14931567013841,1e-04,231,106,439,1e-04,2,4.89034912822175,"G","Major",46,53,332.697998527472,5,30,18,20.5418987001488
3235697,1,"Montag",60,"October",9.09144421703233,1e-04,182,107,160,1e-04,1,5.30826769740121,"G","Major",24,76,309.172001029927,77,12,4,20.3135398095009
7396321,1,"Montag",64,"November",8.78140190768238,1e-04,88,1,277,1e-04,1e-04,4.89783979995091,"C#","Major",45,72,77.717005102395,91,18,4,19.9167038563317
50435385,1,"Sonntag",6,"January",8.54480835844921,1e-04,85,110,500,1e-04,2,4.65396035015752,"C#","Major",72,33,242.14189990379,48,9,3,20.3523539831596
19664685,1,"Freitag",10,"October",8.79421868367949,1e-04,144,99,251,1e-04,1e-04,5.07517381523383,"G#","Major",51,69,485.333333333333,1e-04,21,5,20.0002483826627
7272965,1,"Sonntag",53,"November",8.23959345430597,1e-04,21,3,10,1e-04,1e-04,4.99721227376411,"D","Major",50,96,494.361054218179,47,34,4,20.0694057981026
18369871,1,"Freitag",12,"October",8.94311430809178,1e-04,5,1e-04,291,1e-04,1e-04,5.01727983681492,"G","Major",65,70,214.143844145899,87,9,4,19.9814425552116
73566642,1,"Samstag",12,"January",9.16711966952162,1e-04,195,111,310,1e-04,1e-04,5.08759633523238,"F#","Minor",67,88,263.878225553917,51,9,4,20.2599169167253
4439765,1,"Freitag",60,"November",9.22167588163993,1e-04,114,74,262,1e-04,1e-04,4.52178857704904,"D","Major",53,84,449.781505219462,40,32,3,19.8185679847181
65682546,1,"Freitag",1,"December",6.91473089271856,1e-04,5,31,1,1e-04,1e-04,5.02388052084628,"C#","Major",65,35,348.697835759604,44,21,7,18.4076900186808
65682546,1,"Freitag",1,"December",7.02731451403978,1e-04,16,63,8,1e-04,1e-04,4.17438726989564,"A","Minor",71,55,87.7163382356083,85,13,8,18.5236799418926
3690400.25,4,"Mittwoch",52,"December",9.28998299962838,1e-04,130,1,390,1e-04,1e-04,4.99043258677874,"D","Major",33,39,316.950153486871,32,77,3,19.9478077675003
44467492.5,2,"Donnerstag",1,"December",6.94889722231331,1e-04,7,29,3,1e-04,1e-04,5.01063529409626,"A#","Minor",73,71,381.438031027565,53,32,9,18.3588668915314
528907,1,"Dienstag",71,"January",8.97840831462889,1e-04,108,120,73,1e-04,1e-04,4.9416424226093,"Keine Angabe","Major",67,81,143.333333333333,64,15,3,19.7958924082347
8898384,1,"Freitag",77,"November",9.35010231435134,1e-04,140,72,251,1e-04,1e-04,4.93447393313069,"C#","Major",36,22,38.0631667954075,84,11,4,19.7810724183875
13046415,1,"Freitag",44,"November",7.42952084278646,1e-04,1,1e-04,29,1e-04,1e-04,4.55387689160054,"B","Major",75,74,293.809893426738,36,9,3,19.8167756400531
788419,1,"Sonntag",39,"November",9.55881175856423,1e-04,209,30,449,1e-04,1e-04,4.74493212836325,"Keine Angabe","Major",60,23,286.227041873622,1e-04,27,3,19.9928267051754
38047841,2,"Freitag",1,"December",7.39878627541995,1e-04,16,20,4,1e-04,1e-04,4.8283137373023,"F#","Major",62,59,187.313237696657,84,11,5,18.5166566112285
65682546,1,"Freitag",1,"December",6.80903930604298,1e-04,6,21,3,1e-04,1e-04,4.33073334028633,"Keine Angabe","Major",60,19,58.9618127333277,78,11,5,18.2938951869295
1368403,1,"Sonntag",39,"January",6.99117688712121,1e-04,90,35,5,1e-04,1e-04,4.61512051684126,"C#","Minor",72,91,540.321318412485,14,13,3,19.6781093428759
8569586.5,2,"Sonntag",73,"January",9.26719318356897,1e-04,126,108,406,1e-04,1e-04,4.96284463025991,"D","Major",60,86,120.012890655837,88,34,6,19.9751307516394
65682546,1,"Freitag",1,"December",6.71780469502369,1e-04,6,18,1,1e-04,1e-04,4.77912349311153,"G","Minor",51,51,356.791023137316,67,9,23,18.1193228219125
62493506,2,"Donnerstag",1,"December",7.25841215059531,4,13,87,17,1e-04,46,4.35670882668959,"A","Major",67,22,301.458399416165,76,15,16,18.8631457548852
1319743.66666667,3,"Donnerstag",81,"January",9.38764938694659,1e-04,73,79,123,1e-04,1e-04,4.56434819146784,"A","Major",23,19,82.6666666666667,91,40,3,19.7958924082347
2955699,1,"Mittwoch",37,"January",6.78897174299217,1e-04,50,1e-04,6,1e-04,1e-04,5.19295685089021,"A","Major",51,87,293.809893426738,36,18,4,19.8781434006075
988715,1,"Freitag",60,"November",9.11844435727165,1e-04,121,58,212,1e-04,1e-04,4.83628190695148,"D#","Major",34,35,441.035092945455,39,8,5,19.3076133073367
65682546,1,"Freitag",1,"December",6.79346613258001,1e-04,3,17,2,1e-04,1e-04,5.01063529409626,"F","Major",43,42,193.908654367517,57,15,6,17.995463663665
65682546,1,"Freitag",1,"December",6.89669433162271,1e-04,5,9,1,1e-04,1e-04,4.49980967033027,"D","Major",53,47,423.714713174103,9,34,4,18.0282330159155
65682546,1,"Freitag",1,"December",6.70808408385307,1e-04,14,22,1e-04,1e-04,1e-04,5.07517381523383,"F","Major",72,78,373.161576722668,28,11,12,17.9429525408576
61010364,2,"Freitag",6,"November",7.70029520342012,1e-04,72,90,141,1e-04,1e-04,4.7361984483945,"Keine Angabe","Major",59,60,606.90920879618,24,10,4,18.7261305659166
1254607.33333333,3,"Mittwoch",65,"January",8.74671634969449,1e-04,89,39,158,1e-04,1e-04,4.72738781871234,"G","Major",73,72,120.012890655837,77,15,5,19.5058648365993
35170508,1,"Dienstag",23,"November",8.84678466694523,1e-04,115,53,286,1e-04,1e-04,4.99043258677874,"Keine Angabe","Major",67,69,406.626839296785,17,19,3,19.3804789032619
4716134.5,2,"Freitag",1,"November",5.74620319054015,2,10,6,7,1,9,4.60517018598809,"B","Minor",70,92,301.458399416165,3,10,3,18.7332228466867
3231068,1,"Freitag",1,"December",5.8664680569333,2,2,74,14,1e-04,2,5.04342511691925,"G#","Major",49,42,449.781505219462,3,12,9,18.7253041555875
65682546,1,"Freitag",2,"December",8.31727776622123,1e-04,66,96,43,1e-04,1e-04,4.67282883446191,"G","Minor",54,41,161.703281291692,51,11,16,19.6924333959493
54741288.5,2,"Freitag",1,"December",6.77992190747225,1e-04,3,7,10,1e-04,1e-04,4.71849887129509,"G#","Major",80,15,263.878225553917,9,38,5,18.5218825521613
5881854,1,"Montag",1,"October",6.35088571671474,1e-04,1,1e-04,18,1e-04,24,5.11198778835654,"C#","Major",70,57,286.227041873622,9,11,7,19.5255065354349
8898384,1,"Donnerstag",64,"January",8.10137467122858,1e-04,65,39,41,1e-04,1e-04,4.67282883446191,"F#","Minor",69,96,143.333333333333,81,8,4,18.659915848961
65682546,1,"Freitag",1,"December",6.69826805411541,1e-04,6,11,3,1e-04,1e-04,4.39444915467244,"G#","Major",47,33,373.161576722668,24,22,38,17.8610929706245
65682546,1,"Freitag",1,"December",6.80128303447162,1e-04,2,14,2,1e-04,1e-04,5.01063529409626,"C#","Major",79,77,207.324786149175,5,11,7,17.8562906345604
82326548.5,2,"Freitag",1,"October",7.78945456608667,1e-04,33,57,30,1e-04,11,4.70048036579242,"A","Major",66,19,120.012890655837,69,12,4,19.5945155077707
107146882,1,"Freitag",1,"October",7.74240202181578,1e-04,12,16,14,1e-04,1e-04,4.68213122712422,"G","Major",64,4,167.988141875647,6,10,6,19.5767010010598
3202578.25,4,"Mittwoch",1,"September",6.91075078796194,1e-04,21,1e-04,44,1e-04,1e-04,4.86753445045558,"E","Minor",89,48,423.714713174103,30,7,36,18.5703442945129
107146882,1,"Freitag",1,"October",7.900636613018,1e-04,39,35,22,2,1e-04,5.0998664278242,"G","Major",70,39,278.710418212454,6,9,7,19.6091572220239
41669648.5,2,"Freitag",1,"May",7.81681996576455,20,27,77,22,2,1e-04,4.7361984483945,"B","Minor",80,42,373.161576722668,2,66,4,20.2260614333808
11783778,2,"Dienstag",18,"September",7.85438121065236,1e-04,108,56,30,1e-04,1e-04,4.53259949315326,"F","Major",63,93,549.675449152616,1,12,4,19.0116704846369
35390350,2,"Freitag",2,"June",8.82776136765472,34,83,58,128,7,1e-04,4.49980967033027,"C#","Minor",87,51,381.438031027565,36,9,8,20.511688803563
65682546,1,"Donnerstag",1,"December",6.57088296233958,1e-04,1e-04,9,2,1e-04,1e-04,4.85203026391962,"B","Major",45,35,373.161576722668,78,39,8,17.7126830584726
62624987,2,"Freitag",1,"May",8.06620756800626,4,38,64,37,3,36,4.57471097850338,"A","Major",83,47,476.361168533288,2,24,9,20.2364091200565
6911175,1,"Mittwoch",65,"January",9.06091185848425,1e-04,120,30,52,1e-04,1,5.02388052084628,"G","Minor",69,94,398.171089263681,79,7,8,19.3182001884365
17139173,1,"Dienstag",66,"January",8.372398606513,1e-04,32,3,65,1e-04,1e-04,5.16478597392351,"G#","Major",51,94,131.50157628316,73,10,5,19.0009976853604
65682546,1,"Freitag",1,"December",6.52209279817015,1e-04,2,15,1,1e-04,1e-04,4.75359019110636,"D","Major",61,48,271.260611193508,67,16,8,17.7598397531548
35905887,2,"Freitag",1,"December",5.98645200528444,1e-04,2,2,6,1e-04,2,4.38202663467388,"F","Minor",33,51,301.458399416165,76,44,6,18.1740119821187
28987151,2,"Donnerstag",1,"August",8.1101268019411,13,39,50,57,3,1,4.53259949315326,"B","Minor",63,34,531.020793741754,26,21,39,19.5911055868408
