"artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","key","mode","danceability_.","valence_.","energy_.","acousticness_.","liveness_.","speechiness_.","streams"
"1","Donnerstag",-4.20755340376944,"June",5.52146091786225,3.25809653802148,4.32465569998023,11.6233268240407,2.58925411794167,"G","Minor",79,96,86,3.52056171320173,2.19722457733622,1.60906047342738,18.1760665134166
"2","Freitag",0,"March",8.86953877719374,4.34380542185368,13.053089460853,10.6478146878443,7.79273505970737,"B","Major",80,82,80,8.7545307189726,2.63905732961526,1.13415348204518,20.6169975582853
"2","Donnerstag",-4.20755340376944,"June",6.75576892198425,3.68887945411394,6.35165626414742,10.2844586115519,4.49700823713564,"F#","Minor",81,74,71,4.68441189007034,4.02535169073515,1.13415348204518,17.9303974901453
"1","Dienstag",-4.20755340376944,"January",7.79152281915073,2.94443897916644,7.57302464450383,10.2090118241587,3.1101942303975,"F#","Major",52,52,68,9.06227092175562,2.70805020110221,1.13415348204518,19.8788999022614
"1","Donnerstag",-4.20755340376944,"May",8.00235954625271,4.61512051684126,-3.1230142185066,-3.1230142185066,6.42606752253042,"B","Minor",67,78,85,0.798769776932235,3.49650756146648,1.2765537909333,18.6629125812072
"1","Donnerstag",-4.20755340376944,"July",6.76157276880406,4.35670882668959,8.64113527754986,11.1870765497029,4.78757636628314,"F","Minor",74,35,84,-2.43720283921226,2.39789527279837,1.38603106310711,16.9326265325473
"2","Mittwoch",-4.20755340376944,"June",5.5834963087817,3.52636052461616,4.8548535074386,12.626570265809,2.92392220780832,"F#","Major",56,63,87,8.32345339593029,2.39789527279837,1.2765537909333,17.7723972863133
"3","Freitag",0,"December",8.70549681988774,4.47733681447821,10.4324927476184,11.6233268240407,7.33471111309857,"C#","Minor",71,17,61,7.98240678157369,2.07944154167984,1.2765537909333,20.5536127076911
"1","Freitag",0,"October",9.1140497116579,4.02535169073515,13.9657605279757,11.4089667997296,6.66281583866928,"E","Major",64,51,63,4.25480019260307,2.94443897916644,1.2765537909333,20.7230140822589
"2","Donnerstag",-4.20755340376944,"February",8.36264243156764,3.89182029811063,10.5051373293819,10.7871732854357,6.84541762467216,"E","Minor",72,61,63,10.9390920852253,2.19722457733622,2.10665318827289,20.2436003103346
"8","Donnerstag",-4.20755340376944,"June",7.0475172213573,3.43398720448515,5.09235808503701,6.18219544910834,4.22813219821873,"Keine Angabe","Major",81,63,68,4.02374658819718,2.39789527279837,1.13415348204518,18.6286896460683
"2","Freitag",-4.20755340376944,"April",6.51025834052315,3.52636052461616,4.72981827162529,10.2468574715245,3.74108810316637,"F#","Major",61,39,73,8.09792149943452,2.39789527279837,0.935923022250452,19.0569056698434
"1","Mittwoch",2.7592278695768,"January",9.34434665182392,3.97029191355212,11.7721616688203,10.7871732854357,8.25065206471941,"F","Major",75,57,68,3.52056171320173,2.56494935746154,1.38603106310711,21.0277748453307
"1","Mittwoch",2.7592278695768,"January",8.96571778898485,3.73766961828337,9.69284745424764,10.3589424818005,6.51572697050816,"D","Major",60,48,79,-2.43720283921226,2.484906649788,1.13415348204518,20.4826986671491
"1","Freitag",-4.20755340376944,"May",6.36990098282823,3.3322045101752,4.32465569998023,11.9176512680136,3.1101942303975,"F","Minor",79,96,85,6.84298204711638,2.39789527279837,1.38603106310711,18.9891343686184
"2","Freitag",-4.20755340376944,"February",6.53958595561767,3.2188758248682,3.31754104989627,10.2090118241587,1.96231198851315,"A","Minor",56,84,65,6.26256279129322,2.30258509299405,1.38603106310711,19.686205950397
"2","Dienstag",1.89864830730607,"October",10.0897181258268,4.35670882668959,16.3474158785281,10.5769028441957,9.61474910874277,"D","Major",76,91,50,9.82813872137919,1.94591014905531,1.2765537909333,21.755772706422
"2","Freitag",0,"August",9.43204288549399,4.38202663467388,14.9496322604884,12.600640226613,8.74983406376887,"G","Minor",56,38,97,1.85275281648062,3.55534806148941,1.13415348204518,20.8271150632816
"3","Freitag",2.15484540552628,"July",9.5020393657859,4.15888308335967,8.93614118031311,7.93623142133968,7.34881018237913,"F#","Major",56,58,56,8.09792149943452,2.39789527279837,1.66270922124243,20.769291508186
"3","Freitag",-4.20755340376944,"June",7.0184017990692,4.38202663467388,9.16991626645138,11.5017211603106,5.18068384428758,"Keine Angabe","Major",77,75,58,9.64342922906113,3.13549421592915,2.06423070752275,17.9922980066633
"1","Freitag",1.22865469807759,"November",8.12326131912175,2.94443897916644,8.32812197646008,7.31425168498385,6.3677095082323,"F","Major",67,49,64,3.77971607877395,2.30258509299405,0.935923022250452,20.1620501142978
"1","Freitag",0,"May",9.03967066792268,4.33073334028633,13.9442842817429,10.923394589982,8.45383137271533,"Keine Angabe","Major",71,82,81,4.02374658819718,1.79175946922805,1.2765537909333,20.8054773479878
"1","Donnerstag",2.37886580797276,"November",7.81722278550817,4.07753744390572,8.48704614086558,4.97558582846753,3.74108810316637,"C#","Minor",59,51,52,3.52056171320173,2.70805020110221,1.47403391565585,21.2228224437808
"2","Mittwoch",2.37886580797276,"September",10.2933651373026,4.36944785246702,14.7588358911694,11.2512798594331,11.8186505353907,"G","Major",68,49,59,5.07858283255199,2.56494935746154,2.10665318827289,21.6654308022415
"2","Freitag",-4.20755340376944,"February",8.13388088794921,3.85014760171006,9.39391508628923,9.34985030663319,5.37882560092468,"C#","Minor",53,50,53,6.26256279129322,3.78418963391826,1.47403391565585,20.0669231991033
"3","Freitag",-4.20755340376944,"June",7.16857989726403,3.63758615972639,7.03990958496152,8.27400751061499,4.98261036790349,"A#","Minor",72,17,64,2.94476606120695,2.30258509299405,1.2765537909333,18.4953600171683
"3","Donnerstag",-4.20755340376944,"April",8.36100710822691,4.18965474202643,11.5017211603106,10.3589424818005,7.09377410122559,"G","Major",60,23,91,-2.43720283921226,2.484906649788,0.935923022250452,18.9958361133138
"1","Freitag",-4.20755340376944,"February",7.03262426102801,3.66356164612965,4.02394448886189,8.64113527754986,3.68273083326153,"F#","Minor",92,55,70,5.44417880786609,2.70805020110221,1.47403391565585,18.8483769726229
"1","Donnerstag",-4.20755340376944,"June",7.722677516468,4.07753744390572,-3.1230142185066,-3.1230142185066,5.98610458096402,"G","Minor",67,96,88,4.25480019260307,2.07944154167984,1.13415348204518,17.8738209512706
"1","Montag",3.07697133101089,"October",9.81852861330894,4.4188406077966,14.135373157816,10.7526345706633,12.5460872746329,"E","Minor",45,13,54,11.1766339918896,2.19722457733622,1.13415348204518,21.3186202749917
"1","Freitag",1.59753955386447,"November",10.6896468197605,4.23410650459726,20.1678390012276,12.9796979189645,12.5639592858728,"C#","Major",50,38,80,-2.43720283921226,2.19722457733622,1.47403391565585,22.0326508255753
"1","Freitag",-4.20755340376944,"February",7.88193748927207,3.73766961828337,8.43462673607566,9.03089089968386,4.98261036790349,"G","Minor",64,88,72,9.54947372807056,2.83321334405622,1.2765537909333,19.3625744446486
"1","Donnerstag",0,"May",8.82526595351575,3.80666248977032,11.3148303867093,10.3589424818005,6.62197357705247,"G","Minor",84,85,68,10.1856056349385,3.09104245335832,1.13415348204518,20.9172551911474
"1","Freitag",-4.20755340376944,"July",6.26339826259162,3.71357206670431,6.26779822042479,10.5051373293819,4.42468907554629,"Keine Angabe","Minor",86,42,72,10.2726441667497,2.19722457733622,1.95532239474723,16.5888069047787
"1","Freitag",1.22865469807759,"July",8.97752520096524,3.36729582998647,10.1709177719105,10.3958325386871,6.41454445396834,"Keine Angabe","Minor",61,53,58,9.91895588780584,3.29583686600433,1.13415348204518,20.5150349828113
"2","Donnerstag",-4.20755340376944,"May",6.59441345974978,2.70805020110221,5.62625126507429,4.46520877893817,5.35791593361787,"B","Major",86,59,96,9.45440624737546,2.19722457733622,1.2765537909333,18.5335420343331
"2","Freitag",-4.20755340376944,"February",8.55333223803211,3.71357206670431,11.7721616688203,9.26063309000393,5.88034806964988,"F","Major",70,86,81,6.55974579597119,3.2188758248682,1.2765537909333,18.8675348793873
"3","Freitag",0,"June",8.04141290939305,3.66356164612965,6.59357071906457,-3.1230142185066,1.48698354997035,"D","Major",88,72,59,10.5285680133562,2.19722457733622,0.935923022250452,20.3953646992871
"2","Freitag",-4.20755340376944,"March",8.30721262662831,3.91202300542815,9.16991626645138,10.7178971103063,6.82701720574108,"F","Minor",77,53,64,11.484041256254,2.83321334405622,1.82311292578104,19.6958360591543
"2","Donnerstag",0,"October",8.44182288439146,3.63758615972639,8.21929788626493,9.03089089968386,5.66531025721843,"C#","Minor",90,40,59,-2.43720283921226,2.30258509299405,2.11949919969239,20.3288485413964
"1","Freitag",4.44087511294902,"January",10.3532246969204,3.76120011569356,12.9055277525564,0.770481377816388,12.9497342210389,"B","Major",43,28,66,-2.43720283921226,3.13549421592915,0.935923022250452,21.2858568636092
"1","Freitag",0,"October",8.24748200428569,3.13549421592915,6.51446763308446,7.75809690902109,4.14213562373095,"G#","Major",64,10,62,2.94476606120695,3.87120101090789,1.47403391565585,19.8183176247965
"1","Freitag",0,"December",8.16223106548118,4.02535169073515,10.1325713176261,8.27400751061499,6.7027765233481,"A#","Minor",59,71,42,9.91895588780584,2.30258509299405,1.47403391565585,19.7376249143973
"1","Freitag",-4.20755340376944,"July",6.01615715969835,3.58351893845611,6.4338535052784,6.0947570824873,4.09730738355541,"C#","Major",56,48,73,-2.43720283921226,3.55534806148941,1.13415348204518,16.5088142281453
"1","Freitag",-4.20755340376944,"July",4.99721227376411,3.17805383034795,6.0947570824873,9.65111880416094,2.31144413344916,"G#","Major",51,22,53,0,2.70805020110221,0.935923022250452,17.493788463729
"2","Freitag",-4.20755340376944,"June",6.91174730025167,3.55534806148941,6.89614607365233,9.07763711090713,5.0086904106665,"C#","Minor",77,84,89,5.26460875399433,3.76120011569356,1.2765537909333,17.8094103174051
"1","Sonntag",1.22865469807759,"June",10.0231798754541,4.14313472639153,16.5667519072045,11.4709535661528,9.2726724941263,"B","Major",76,53,53,8.85850253431245,2.19722457733622,1.60906047342738,21.6624820646868
"1","Freitag",0,"July",8.4142741374084,3.58351893845611,8.59028750290872,7.93623142133968,5.98610458096402,"C#","Minor",51,14,59,10.7771649666697,3.2188758248682,0.935923022250452,20.4370953241791
"1","Montag",3.07697133101089,"May",9.70582898273194,4.11087386417331,12.116050803149,9.39391508628923,10.0616381040311,"A#","Major",61,41,81,2.2591348467897,2.30258509299405,0.935923022250452,21.54865610531
"2","Mittwoch",0,"July",9.04852707581358,3.80666248977032,9.69284745424764,8.32812197646008,6.65268951437617,"D","Major",62,55,78,0,3.13549421592915,1.13415348204518,21.0282216749053
"1","Dienstag",3.59385963793739,"January",10.431111294578,4.12713438504509,13.770187523854,-3.1230142185066,12.9734061504415,"F","Minor",49,42,62,3.52056171320173,2.39789527279837,0.935923022250452,21.1888282366412
"1","Sonntag",0,"July",8.08517874807454,3.13549421592915,9.69284745424764,9.30542538550579,5.24933451150901,"E","Major",58,27,48,9.45440624737546,2.484906649788,0.935923022250452,20.2697842361828
"2","Donnerstag",0,"September",9.05672288331058,3.73766961828337,13.3858427082254,10.2468574715245,7.86416820810687,"D","Major",71,24,47,0,3.29583686600433,1.60906047342738,20.9308293594737
"2","Dienstag",0,"December",8.19367666595524,3.63758615972639,7.24721322674886,8.7907318102046,5.49918987548337,"F#","Minor",78,58,73,2.2591348467897,2.30258509299405,1.47403391565585,20.1883103625432
"1","Donnerstag",-4.20755340376944,"June",5.91350300563827,2.99573227355399,3.6914529978149,4.32465569998023,3.35141362540313,"C#","Major",68,40,79,7.62384726823923,3.40119738166216,1.38603106310711,17.5964591955232
"1","Mittwoch",5.84471771197699,"January",10.3457023746743,4.00733318523247,15.117463285423,8.32812197646008,9.95860087114156,"C#","Major",48,50,73,8.7545307189726,2.70805020110221,1.13415348204518,21.4209500461089
"2","Freitag",0,"April",7.93379687481541,3.40119738166216,8.05143297459921,9.77538147758289,5.31531151659999,"A#","Major",34,32,57,11.7816323778118,2.99573227355399,0.935923022250452,20.2140669692949
"2","Freitag",-4.20755340376944,"June",5.58724865840025,2.19722457733622,3.11060681643921,2.37256619803235,3.79729661461215,"F","Major",63,36,34,11.6340116707317,3.55534806148941,1.60906047342738,17.4970907370691
"1","Freitag",-4.20755340376944,"July",4.93447393313069,2.83321334405622,4.32465569998023,8.6914841771195,1.74618943088019,"D","Major",50,20,64,0,2.484906649788,0.935923022250452,17.4849250172778
"2","Freitag",0.743491774985175,"July",9.74390548271166,3.58351893845611,18.0693524762546,9.8969548356029,9.50744041892379,"C#","Major",59,48,76,1.85275281648062,2.30258509299405,1.2765537909333,21.7035989376449
"2","Freitag",-4.20755340376944,"March",7.65633716643018,3.78418963391826,9.07763711090713,8.83965271592207,6.00071053311242,"G#","Minor",78,70,68,1.3796139347884,2.39789527279837,1.13415348204518,19.2255179375719
"1","Donnerstag",1.89864830730607,"November",9.78897416574737,3.97029191355212,17.3640073455582,10.8556653753464,11.160564564634,"C#","Major",50,45,41,11.5593264142762,2.39789527279837,0.935923022250452,21.7835674937316
"2","Freitag",0,"May",9.09043007530363,3.76120011569356,10.0939683610206,10.6829581039152,6.40294811905818,"C#","Minor",91,43,71,3.52056171320173,2.19722457733622,1.54704422910618,21.0884350746068
"1","Montag",2.57858283255199,"June",8.70946507906336,3.97029191355212,11.6533704349331,11.5931417351632,12.0386305504939,"D","Major",82,40,66,8.32345339593029,3.2188758248682,1.47403391565585,18.9243858750735
"2","Mittwoch",3.07697133101089,"June",6.46302945692067,3.91202300542815,0,7.57302464450383,2.31144413344916,"A","Major",63,84,82,11.1766339918896,2.19722457733622,1.47403391565585,17.8768981395044
"1","Freitag",-4.20755340376944,"March",7.27655640271871,2.484906649788,7.87758533681648,9.8161977362072,4.26943588457651,"G#","Major",71,67,60,5.61785797783917,2.484906649788,0.935923022250452,18.8721312611825
"1","Freitag",-4.20755340376944,"March",6.68959926917897,3.2188758248682,5.8203976445416,8.88811913258736,3.74108810316637,"C#","Minor",74,76,76,2.61918127769805,2.30258509299405,1.60906047342738,18.3707759378003
"2","Freitag",-4.20755340376944,"March",7.58171964012531,3.63758615972639,5.72453815488877,9.48099204425403,4.00360331291396,"D","Major",68,14,76,1.85275281648062,2.30258509299405,1.13415348204518,19.338191723022
"1","Mittwoch",2.15484540552628,"November",8.49187538343195,3.13549421592915,4.72981827162529,7.11008077908888,-6.01892829446503,"A","Minor",62,19,53,4.02374658819718,1.79175946922805,1.13415348204518,20.3449768885294
"1","Freitag",1.22865469807759,"June",3.43398720448515,3.66356164612965,0.770481377816388,10.2090118241587,2.31144413344916,"C#","Minor",53,34,47,3.52056171320173,4.4188406077966,1.13415348204518,17.463879323264
"2","Freitag",-4.20755340376944,"May",7.68478394352278,3.13549421592915,8.53892867605105,11.5017211603106,5.27161296707143,"D#","Major",83,69,44,4.88544234765694,2.30258509299405,2.16565139309123,18.7892408289596
"1","Freitag",-4.20755340376944,"March",7.60090245954208,3.8286413964891,7.38031949905346,10.1325713176261,5.13331440538913,"F#","Minor",49,17,35,11.2544537766068,2.39789527279837,0.935923022250452,18.6641565077979
"1","Freitag",0,"December",7.95120715647297,3.2188758248682,7.93623142133968,11.83074868664,4.53198460282268,"F","Major",56,39,55,4.68441189007034,2.39789527279837,1.78916109749878,19.8061916932854
"1","Samstag",3.21875914758613,"January",9.92000046091034,3.95124371858143,9.48099204425403,11.4400360415553,10.9542449037301,"C#","Minor",56,24,66,2.94476606120695,2.484906649788,0.935923022250452,20.7067680009668
"1","Freitag",-4.20755340376944,"June",6.51323011091231,3.85014760171006,4.8548535074386,10.1709177719105,3.79729661461215,"G","Major",62,57,59,1.3796139347884,3.63758615972639,0.935923022250452,18.5902745369781
"1","Sonntag",3.07697133101089,"January",9.04168500594604,3.13549421592915,11.9463635932822,10.3218190455462,6.64250746552761,"G","Major",43,50,55,9.45440624737546,2.70805020110221,1.66270922124243,20.5986445556922
"3","Freitag",0,"December",7.65444322647011,4.06044301054642,4.46520877893817,10.6478146878443,3.42379650962105,"G","Minor",68,17,71,4.88544234765694,2.39789527279837,1.2765537909333,19.4729005691679
"1","Freitag",-4.20755340376944,"April",7.83518375526675,3.66356164612965,7.81821454618751,9.56670981612124,5.03436885814239,"D","Major",50,37,90,-2.43720283921226,2.484906649788,1.2765537909333,18.967795322079
"1","Donnerstag",4.00991563658571,"January",9.47155012409685,4.11087386417331,7.38031949905346,9.85672049777661,11.7727063176465,"E","Minor",62,24,67,5.94943611308857,2.56494935746154,2.10665318827289,20.9396337195747
"1","Freitag",-4.20755340376944,"July",4.34380542185368,3.55534806148941,2.88688661024538,12.116050803149,1.48698354997035,"E","Minor",81,53,72,9.54947372807056,2.484906649788,1.2765537909333,17.2020077527128
"1","Mittwoch",0,"April",5.5834963087817,3.29583686600433,2.37256619803235,6.74750715110739,1.96231198851315,"A#","Major",54,50,40,10.4441024809964,2.30258509299405,1.38603106310711,18.1633288395934
"3","Freitag",2.15484540552628,"November",9.95688612926082,3.95124371858143,16.5357628712326,11.1870765497029,10.0194459464353,"C#","Major",80,92,80,1.85275281648062,2.30258509299405,0.935923022250452,21.1965294628739
"1","Freitag",2.15484540552628,"April",8.13827263853019,3.04452243772342,6.82246111633194,9.93690568511657,5.03436885814239,"C#","Major",61,45,69,0.798769776932235,2.19722457733622,0.935923022250452,20.8339084474466
"1","Donnerstag",0.743491774985175,"March",8.34236350038058,3.78418963391826,9.85672049777661,10.2468574715245,7.84246178534351,"F","Minor",77,65,72,0.798769776932235,1.94591014905531,1.2765537909333,20.5466239999633
"1","Samstag",3.21875914758613,"January",9.59825232083676,3.76120011569356,9.43762673379509,10.3958325386871,11.5528969249998,"D","Minor",61,47,68,-2.43720283921226,2.56494935746154,0.935923022250452,20.8748022688892
"2","Sonntag",3.07697133101089,"January",10.195858614474,3.46573590279973,8.53892867605105,10.4324927476184,9.23970817591459,"E","Minor",74,37,53,2.94476606120695,3.04452243772342,1.66270922124243,20.8127458963971
"1","Freitag",0,"December",5.36129216570943,1.79175946922805,2.64263320840332,2.37256619803235,-6.01892829446503,"F","Major",51,18,44,11.6340116707317,2.39789527279837,0.935923022250452,19.0065728041127
"2","Donnerstag",-4.20755340376944,"June",4.06044301054642,2.89037175789616,0.770481377816388,10.1709177719105,1.48698354997035,"B","Major",77,79,62,7.62384726823923,2.70805020110221,0.935923022250452,17.4805726419764
"1","Freitag",-4.20755340376944,"July",4.59511985013459,2.70805020110221,4.97558582846753,7.57302464450383,1.96231198851315,"G","Major",65,49,78,-2.43720283921226,2.83321334405622,1.13415348204518,17.4240505916398
"1","Sonntag",5.34967527040807,"February",10.639478682088,3.2188758248682,9.97657784895093,6.0947570824873,11.9991779414324,"G","Major",64,54,81,7.98240678157369,2.39789527279837,1.38603106310711,20.9105348133852
"1","Dienstag",2.7592278695768,"December",9.96005690402402,3.58351893845611,9.07763711090713,8.32812197646008,8.52510572683077,"A#","Minor",70,47,52,7.24514960229047,1.79175946922805,2.16565139309123,21.3060402782829
"1","Samstag",-4.20755340376944,"February",8.00235954625271,4.07753744390572,8.7907318102046,10.0159760017903,6.44889772283888,"D#","Minor",55,30,78,6.41301228983002,2.484906649788,1.54704422910618,19.1220979285652
"2","Mittwoch",-4.20755340376944,"February",6.7945865808765,3.63758615972639,4.72981827162529,5.20547167381938,3.74108810316637,"F","Minor",84,96,71,5.44417880786609,3.52636052461616,1.90856560737247,19.3292979535166
"3","Freitag",-4.20755340376944,"May",6.99759598298193,3.52636052461616,6.74750715110739,7.93623142133968,4.69636013359929,"B","Minor",82,89,85,1.85275281648062,3.13549421592915,1.38603106310711,18.3246075561314
"1","Freitag",1.22865469807759,"July",8.8989119057944,3.09104245335832,5.42175934801256,9.12397606282184,5.08457169466382,"F","Major",51,42,61,9.73630677267919,2.19722457733622,0.935923022250452,20.2242432425689
"2","Donnerstag",-4.20755340376944,"June",5.30330490805908,2.39789527279837,4.72981827162529,10.5769028441957,2.31144413344916,"A","Minor",75,79,63,7.62384726823923,2.70805020110221,1.13415348204518,17.8380430105223
"2","Freitag",-4.20755340376944,"March",8.54090971803355,3.87120101090789,11.9749505754141,10.5051373293819,7.34177354326616,"A","Major",64,31,87,1.85275281648062,2.07944154167984,1.13415348204518,19.1676093449454
"1","Freitag",0,"July",7.76046702921342,3.29583686600433,8.53892867605105,3.6914529978149,4.38726886549916,"G#","Major",74,68,68,1.3796139347884,3.25809653802148,1.13415348204518,19.6529434040001
"2","Freitag",0,"December",6.63725803128446,3.25809653802148,4.97558582846753,10.3218190455462,3.55882106693847,"A#","Major",49,78,64,5.61785797783917,2.39789527279837,1.13415348204518,7.92371033396924
"1","Freitag",0.743491774985175,"June",6.12468339089421,3.17805383034795,2.88688661024538,10.5411283552111,1.48698354997035,"Keine Angabe","Major",81,39,60,7.37380818787574,1.94591014905531,0.935923022250452,19.6156524314989
"1","Freitag",0,"August",8.14031554015999,3.63758615972639,7.11008077908888,8.53892867605105,4.84568818021907,"F","Major",87,57,55,3.77971607877395,3.36729582998647,1.47403391565585,20.2155417667201
"3","Dienstag",3.21875914758613,"August",8.71177264560569,3.95124371858143,13.028710903883,7.03990958496152,14.0785738181886,"D","Major",63,88,93,1.3796139347884,2.30258509299405,1.54704422910618,21.3929057878969
"1","Sonntag",1.59753955386447,"November",9.99492661285291,3.52636052461616,17.3215704560223,10.5051373293819,10.339967843229,"Keine Angabe","Major",55,56,82,4.25480019260307,3.52636052461616,1.2765537909333,21.5659445262273
"2","Freitag",2.15484540552628,"August",9.6179365410933,3.40119738166216,13.5010195782051,9.77538147758289,10.1030464476692,"E","Minor",35,12,30,12.8226255340442,2.30258509299405,0.935923022250452,21.5801122047509
"2","Mittwoch",-4.20755340376944,"June",6.7696419768525,3.46573590279973,5.42175934801256,7.9941739155723,4.14213562373095,"B","Major",78,59,65,3.77971607877395,3.25809653802148,1.2765537909333,18.0187469384494
"1","Montag",-4.20755340376944,"May",6.11146733950268,3.49650756146648,3.31754104989627,10.8896240521091,2.14814044039067,"E","Minor",82,69,83,1.3796139347884,3.29583686600433,1.2765537909333,18.3827062123922
"1","Montag",-4.20755340376944,"January",7.48605261786314,3.29583686600433,5.52538206968385,10.8215159937725,3.1101942303975,"A","Minor",80,74,77,7.98240678157369,2.39789527279837,1.13415348204518,19.881566328834
