id,cl
443,2897143.0
444,1603597.0
445,18369871.0
446,65440977.0
447,3235697.0
448,7396321.0
449,50435385.0
450,19664685.0
451,7272965.0
452,18369871.0
453,73566642.0
454,4439765.0
455,65682546.0
456,65682546.0
457,3690400.25
458,44467492.5
459,528907.0
460,8898384.0
461,13046415.0
462,788419.0
463,38047841.0
464,65682546.0
465,1368403.0
466,8569586.5
467,65682546.0
468,62493506.0
469,1319743.6666666667
470,2955699.0
471,988715.0
472,65682546.0
473,65682546.0
474,65682546.0
475,61010364.0
476,1254607.3333333333
477,35170508.0
478,4716134.5
479,3231068.0
480,65682546.0
481,54741288.5
482,5881854.0
483,8898384.0
484,65682546.0
485,65682546.0
486,82326548.5
487,107146882.0
488,3202578.25
489,107146882.0
490,41669648.5
491,11783778.0
492,35390350.0
493,65682546.0
494,62624987.0
495,6911175.0
496,17139173.0
497,65682546.0
498,35905887.0
499,28987151.0
500,8380615.0
501,104681090.0
502,104681090.0
503,8653469.0
504,104681090.0
505,4561395.0
506,3574177.4285714286
507,35173989.0
508,104681090.0
509,104681090.0
510,10704155.0
511,104681090.0
512,104681090.0
513,57679764.0
514,34914347.333333336
515,104681090.0
516,68361350.5
517,70476697.0
518,71040155.0
519,26644725.0
520,10940297.0
521,104681090.0
522,2180508.0
523,104681090.0
524,26644725.0
525,81557316.0
526,20754947.0
527,8680370.5
528,42035611.333333336
529,9123034.0
530,1553962.0
531,67568121.0
532,64162036.0
533,4.0
534,8045039.0
535,57679764.0
536,2721176.0
537,107146882.0
538,104681090.0
539,53769202.0
540,19611791.25
541,104681090.0
542,1398453.0
543,5401243.666666667
544,44635206.0
545,34778147.0
546,28542140.0
547,50366669.5
548,41914709.0
549,4519977.0
550,31922556.666666668
551,7308727.666666667
552,104681090.0
553,25211113.0
554,40807873.333333336
555,41669648.5
556,30836303.5
557,10695864.0
558,32225301.0
559,10213128.0
560,15977764.0
561,13231099.666666666
562,30422141.0
563,38034604.0
564,87860622.5
565,57679764.0
566,30422141.0
567,1668971.0
568,60387872.5
569,15308179.5
570,43476064.0
571,31922556.666666668
572,48053878.666666664
573,744661.5
574,2607167.0
575,52340545.0
576,3348744.0
577,104681090.0
578,25211113.0
579,8604369.0
580,31986536.0
581,34778147.0
582,46061297.5
583,9099068.0
584,12457261.5
585,3896275.5
586,11228709.0
587,25392714.0
588,57679764.0
589,58120514.0
590,71040155.0
591,32564842.0
592,34942065.0
593,53769202.0
594,43217186.0
595,41696132.0
596,57679764.0
597,9469085.0
598,38175048.0
599,65440977.0
600,20754947.0
601,2705422.5
602,9614388.0
603,22718994.0
604,49298180.5
605,13896628.0
606,3632617.0
607,10055101.0
608,67568121.0
609,67568121.0
610,7290847.0
611,16929367.0
612,11089748.0
613,63924815.0
614,47944119.0
615,34956247.0
616,104681090.0
617,54790625.666666664
618,41914709.0
619,30928230.666666668
620,13715329.0
621,28619719.0
622,38308032.5
623,21633663.0
624,28753448.0
625,8741051.0
626,72345532.0
627,11707441.0
628,1991687.0
629,33686301.0
630,21906188.0
631,9078147.0
632,49123830.333333336
633,71040155.0
634,34744931.0
635,9078147.0
636,40477866.0
637,30422141.0
638,6214366.5
639,21788954.0
640,32423945.5
641,57664032.0
642,12687524.5
643,32532563.5
644,36109459.5
645,5230219.0
646,21262940.5
647,26198392.666666668
648,42002960.0
649,25652844.0
650,37734115.0
651,13509062.0
652,91016870.0
653,25652844.0
654,38817037.0
655,30801525.666666668
656,3982112.5
657,28630629.0
658,30995071.0
659,47944119.0
660,3660497.0
661,20888047.5
662,6104027.0
663,29200222.0
664,29200222.0
665,10385824.666666666
666,28619719.0
667,7283323.166666667
668,15022131.666666666
669,42361133.0
670,4072000.0
671,22441048.0
672,50179219.0
673,35372716.5
674,40.5
675,14449960.0
676,83335265.0
677,20950910.0
678,7082261.5
679,23766547.5
680,40734429.0
681,49705972.0
682,6175385.0
683,5668101.0
684,5576641.0
685,74886858.0
686,29200222.0
687,8646812.0
688,6216783.0
689,29200222.0
690,40734429.0
691,29200222.0
692,42361133.0
693,41455752.5
694,30976.0
695,55713835.0
696,66353440.5
697,28753448.0
698,44599254.0
699,56581578.5
700,15069516.0
701,21600638.0
702,24156727.0
703,9794732.0
704,29200222.0
705,7702662.0
706,9862286.0
707,22561250.5
708,22441048.0
709,39056503.0
710,15371960.0
711,3440581.0
712,18470817.0
713,5057701.5
714,47595663.0
715,23659368.0
716,83335265.0
717,47227477.0
718,35946623.0
719,66869858.0
720,34956247.0
721,57679764.0
722,26521739.0
723,9222944.0
724,51832347.5
725,39496723.0
726,3602504.0
727,11400306.0
728,4117540.0
729,39056503.0
730,13128082.0
731,17731695.0
732,66353440.5
733,44635206.0
734,16414338.0
735,13593329.0
736,9099068.0
737,17774386.333333332
738,13128082.0
739,30332019.0
740,25934814.0
741,32145039.0
742,2243428.0
743,26285807.333333332
744,29946594.0
745,8974277.333333334
746,38817037.0
747,10694342.0
748,49371616.0
749,1522290.75
750,55713835.0
751,63335301.0
752,6056452.0
753,8517642.0
754,44635206.0
755,12384167.0
756,55713835.0
757,20634012.333333332
758,71040155.0
759,1379073.3333333333
760,3013781.0
761,74886858.0
762,73566642.0
763,50179219.0
764,17704717.0
765,20271059.666666668
766,83335265.0
767,83335265.0
768,50179219.0
769,26869162.0
770,83335265.0
771,50179219.0
772,39268542.0
773,83335265.0
774,39360679.5
775,48968661.0
776,50179219.0
777,43414445.5
778,83335265.0
779,25462745.0
780,22746452.333333332
781,83335265.0
782,41667632.5
783,50179219.0
784,83335265.0
785,24656227.333333332
786,83335265.0
787,8715680.5
788,83335265.0
789,83335265.0
790,55346468.5
791,39056503.0
792,83335265.0
793,23254411.0
794,25400013.5
795,4038799.0
796,13661482.0
797,50179219.0
798,20754947.0
799,870204.0
800,36433268.0
801,50179219.0
802,50179219.0
803,49705972.0
804,50179219.0
805,6613307.0
806,27706519.5
807,50179219.0
808,4022431.5
809,25142341.5
810,23546463.5
811,12841074.0
812,333.0
813,48409540.5
814,2817453.0
815,2328722.0
816,9693140.0
817,2859357.0
818,1491246.0
819,4425838.5
820,15047316.0
821,50179219.0
822,7323379.0
823,107146882.0
824,6604320.0
825,8653469.0
826,30422141.0
827,30422141.0
828,55713835.0
829,55713835.0
830,30422141.0
831,55713835.0
832,71040155.0
833,21292106.25
834,51857680.666666664
835,30422141.0
836,55713835.0
837,21631419.75
838,47033568.5
839,55713835.0
840,1576545.0
841,22989753.5
842,55713835.0
843,55713835.0
844,41588766.0
845,11307845.5
846,55713835.0
847,55713835.0
848,7513771.5
849,8930160.0
850,56615107.0
851,55713835.0
852,54108138.5
853,29978384.5
854,23139243.0
855,31931917.666666668
856,22199409.0
857,21461552.0
858,55713835.0
859,9942474.0
860,4783637.0
861,3764966.0
862,24537289.0
863,47047855.0
864,17309273.0
865,85386598.0
866,5611427.0
867,6652372.0
868,3619501.0
869,2024624.0
870,3764350.0
871,27847223.0
872,18303152.0
873,14133169.0
874,85386598.0
875,38268911.666666664
876,5192140.333333333
877,23333291.666666668
878,6414711.0
879,4460250.0
880,2640535.6666666665
881,18598259.0
882,25041539.0
883,47079287.666666664
884,12404301.0
885,44158929.0
886,21461552.0
887,47047855.0
888,10200703.0
889,22877933.0
890,13346234.0
891,4360841.0
892,21886395.0
893,58120514.0
894,41434221.5
895,32827016.0
896,13786282.0
897,54845161.666666664
898,7401082.0
899,41609246.0
900,32642711.0
901,9010585.0
902,58531305.0
903,3924141.0
904,9601900.0
905,5471197.0
906,44405254.0
907,5304140.0
908,44405254.0
909,27756478.0
910,66520919.0
911,66520919.0
912,25140997.0
913,33171971.5
914,4229466.0
915,26685767.0
916,44405254.0
917,14855982.0
918,20754947.0
919,45415982.5
920,4041138.0
921,10646195.0
922,5435920.0
923,18854964.0
924,17304489.0
925,74815407.0
926,20004559.0
927,1860962.5
928,29980129.0
929,7948326.666666667
930,10475042.666666666
931,69832703.0
932,66118391.0
933,108062443.0
934,108062443.0
935,69832703.0
936,108062443.0
937,69832703.0
938,108062443.0
939,69832703.0
940,108062443.0
941,108062443.0
942,2577149.0
943,69832703.0
944,2726358.0
945,83766829.0
946,69832703.0
947,108062443.0
948,49993042.0
949,108062443.0
950,28924203.0
951,32446490.333333332
952,18039668.0
