"listeners_cum_sqrt","artist_count","released_weekday","years_since_release_boxcox","released_month","in_spotify_playlists_log","in_spotify_charts","in_apple_playlists_boxcox","in_apple_charts_boxcox","in_deezer_playlists_boxcox","in_deezer_charts","in_shazam_charts_log","bpm_sqrt","key","mode","danceability_._boxcox","valence_.","energy_.","acousticness_._boxcox","acousticness_.","liveness_._log","speechiness_._boxcox","streams"
10325.1285222025,"1","Mittwoch",2.7592278695768,"January",8.96571778898485,42,9.69284745424764,10.3589424818005,6.51572697050816,4,4.40671924726425,9.74679434480896,"D","Major",309.172001029927,48,79,-2.43720283921226,1e-04,2.484906649788,1.13415348204518,20.4826986671491
5353.85683409633,"1","Freitag",-4.20755340376944,"May",6.36990098282823,28,4.32465569998023,11.9176512680136,3.1101942303975,6,4.60517018598809,11.1803398874989,"F","Minor",467.444905978621,96,85,6.84298204711638,27,2.39789527279837,1.38603106310711,18.9891343686184
6206.13712384765,"2","Freitag",-4.20755340376944,"February",6.53958595561767,25,3.31754104989627,10.2090118241587,1.96231198851315,3,4.12713438504509,12,"A","Minor",278.710418212454,84,65,6.26256279129322,23,2.30258509299405,1.38603106310711,19.686205950397
6816.06829484564,"2","Dienstag",1.89864830730607,"October",10.0897181258268,78,16.3474158785281,10.5769028441957,9.61474910874277,4,4.23410650459726,9.48683298050514,"D","Major",441.035092945455,91,50,9.82813872137919,54,1.94591014905531,1.2765537909333,21.755772706422
7258.44098274554,"2","Freitag",0,"August",9.43204288549399,80,14.9496322604884,12.600640226613,8.74983406376887,45,6.58892647753352,11.3137084989848,"G","Minor",278.710418212454,38,97,1.85275281648062,4,3.55534806148941,1.13415348204518,20.8271150632816
3378.79697525613,"3","Freitag",2.15484540552628,"July",9.5020393657859,64,8.93614118031311,7.93623142133968,7.34881018237913,1,5.73979291217923,8.88819441731559,"F#","Major",278.710418212454,58,56,8.09792149943452,37,2.39789527279837,1.66270922124243,20.769291508186
5891.05497060303,"3","Freitag",-4.20755340376944,"June",7.0184017990692,80,9.16991626645138,11.5017211603106,5.18068384428758,16,7.03262426102801,12,"Keine Angabe","Major",449.781505219462,75,58,9.64342922906113,52,3.13549421592915,2.06423070752275,17.9922980066633
7846.21558459873,"1","Freitag",1.22865469807759,"November",8.12326131912175,19,8.32812197646008,7.31425168498385,6.3677095082323,1,4.62497281328427,11.0453610171873,"F","Major",364.945757143636,49,64,3.77971607877395,10,2.30258509299405,0.935923022250452,20.1620501142978
6735.17616696104,"1","Freitag",0,"May",9.03967066792268,76,13.9442842817429,10.923394589982,8.45383137271533,37,5.80513496891649,11.8321595661992,"Keine Angabe","Major",398.171089263681,82,81,4.02374658819718,11,1.79175946922805,1.2765537909333,20.8054773479878
10231.3777175901,"1","Donnerstag",2.37886580797276,"November",7.81722278550817,59,8.48704614086558,4.97558582846753,3.74108810316637,1e-04,5.55682806169954,11.5758369027902,"C#","Minor",301.458399416165,51,52,3.52056171320173,9,2.70805020110221,1.47403391565585,21.2228224437808
7860.31360697523,"2","Mittwoch",2.37886580797276,"September",10.2933651373026,79,14.7588358911694,11.2512798594331,11.8186505353907,1,4.9416424226093,13.6381816969859,"G","Major",373.161576722668,49,59,5.07858283255199,16,2.56494935746154,2.10665318827289,21.6654308022415
9222.85386960023,"2","Freitag",-4.20755340376944,"February",8.13388088794921,47,9.39391508628923,9.34985030663319,5.37882560092468,1,2.77258872223978,8.18535277187245,"C#","Minor",256.563882754578,50,53,6.26256279129322,23,3.78418963391826,1.47403391565585,20.0669231991033
5768.7150504539,"3","Freitag",-4.20755340376944,"June",7.16857989726403,38,7.03990958496152,8.27400751061499,4.98261036790349,10,4.70048036579242,10.295630140987,"A#","Minor",406.626839296785,17,64,2.94476606120695,7,2.30258509299405,1.2765537909333,18.4953600171683
6304.00449449924,"3","Donnerstag",-4.20755340376944,"April",8.36100710822691,66,11.5017211603106,10.3589424818005,7.09377410122559,11,6.69703424766648,11.3137084989848,"G","Major",309.172001029927,23,91,-2.43720283921226,1e-04,2.484906649788,0.935923022250452,18.9958361133138
7300.70154163283,"1","Freitag",-4.20755340376944,"February",7.03262426102801,39,4.02394448886189,8.64113527754986,3.68273083326153,10,5.17048399503815,10.3440804327886,"F#","Minor",587.622000193027,55,70,5.44417880786609,18,2.70805020110221,1.47403391565585,18.8483769726229
3976.01747984085,"1","Donnerstag",-4.20755340376944,"June",7.722677516468,59,-3.1230142185066,-3.1230142185066,5.98610458096402,17,-9.21034037197618,11.4017542509914,"G","Minor",364.945757143636,96,88,4.25480019260307,12,2.07944154167984,1.13415348204518,17.8738209512706
5256.72103121328,"1","Montag",3.07697133101089,"October",9.81852861330894,83,14.135373157816,10.7526345706633,12.5460872746329,19,0.693147180559945,11.0905365064094,"E","Minor",200.579451308314,13,54,11.1766339918896,70,2.19722457733622,1.13415348204518,21.3186202749917
10231.3777175901,"1","Freitag",1.59753955386447,"November",10.6896468197605,69,20.1678390012276,12.9796979189645,12.5639592858728,20,0.693147180559945,13.076696830622,"C#","Major",235.035593728849,38,80,-2.43720283921226,1e-04,2.19722457733622,1.47403391565585,22.0326508255753
5846.95262508599,"1","Freitag",-4.20755340376944,"February",7.88193748927207,42,8.43462673607566,9.03089089968386,4.98261036790349,1,6.42162226780652,11.7046999107196,"G","Minor",340.666666666667,88,72,9.54947372807056,51,2.83321334405622,1.2765537909333,19.3625744446486
5704.86424027777,"1","Donnerstag",0,"May",8.82526595351575,45,11.3148303867093,10.3589424818005,6.62197357705247,15,5.34710753071747,11.1803398874989,"G","Minor",512.581811168387,85,68,10.1856056349385,58,3.09104245335832,1.13415348204518,20.9172551911474
7300.70154163283,"1","Freitag",-4.20755340376944,"July",6.26339826259162,41,6.26779822042479,10.5051373293819,4.42468907554629,6,5.37527840768417,11.3137084989848,"Keine Angabe","Minor",531.020793741754,42,72,10.2726441667497,59,2.19722457733622,1.95532239474723,16.5888069047787
10325.1285222025,"1","Freitag",1.22865469807759,"July",8.97752520096524,29,10.1709177719105,10.3958325386871,6.41454445396834,4,5.37063802812766,11.4017542509914,"Keine Angabe","Minor",316.950153486871,53,58,9.91895588780584,55,3.29583686600433,1.13415348204518,20.5150349828113
3935.29052294745,"2","Donnerstag",-4.20755340376944,"May",6.59441345974978,15,5.62625126507429,4.46520877893817,5.35791593361787,4,5.11799381241676,11.4017542509914,"B","Major",531.020793741754,59,96,9.45440624737546,50,2.19722457733622,1.2765537909333,18.5335420343331
5083.53110544236,"2","Freitag",-4.20755340376944,"February",8.55333223803211,41,11.7721616688203,9.26063309000393,5.88034806964988,14,3.61091791264422,11.5325625946708,"F","Major",389.774679049235,86,81,6.55974579597119,25,3.2188758248682,1.2765537909333,18.8675348793873
5971.41225618642,"3","Freitag",0,"June",8.04141290939305,39,6.59357071906457,-3.1230142185066,1.48698354997035,1e-04,-9.21034037197618,10.0498756211209,"D","Major",549.675449152616,72,59,10.5285680133562,62,2.19722457733622,0.935923022250452,20.3953646992871
4577.92032477631,"2","Freitag",-4.20755340376944,"March",8.30721262662831,50,9.16991626645138,10.7178971103063,6.82701720574108,12,5.14166355650266,9.74679434480896,"F","Minor",449.781505219462,53,64,11.484041256254,74,2.83321334405622,1.82311292578104,19.6958360591543
6508.7651670651,"2","Donnerstag",0,"October",8.44182288439146,38,8.21929788626493,9.03089089968386,5.66531025721843,11,2.77258872223978,9.89949493661167,"C#","Minor",568.543312163642,40,59,-2.43720283921226,1e-04,2.30258509299405,2.11949919969239,20.3288485413964
14.7986485869487,"1","Freitag",4.44087511294902,"January",10.3532246969204,43,12.9055277525564,0.770481377816388,12.9497342210389,5,-9.21034037197618,13.1529464379659,"B","Major",187.313237696657,28,66,-2.43720283921226,1e-04,3.13549421592915,0.935923022250452,21.2858568636092
10325.1285222025,"1","Freitag",0,"October",8.24748200428569,23,6.51446763308446,7.75809690902109,4.14213562373095,1e-04,5.605802066296,9.48683298050514,"G#","Major",340.666666666667,10,62,2.94476606120695,7,3.87120101090789,1.47403391565585,19.8183176247965
3428.22417586715,"1","Freitag",0,"December",8.16223106548118,56,10.1325713176261,8.27400751061499,6.7027765233481,8,6.2709884318583,14.0712472794703,"A#","Minor",301.458399416165,71,42,9.91895588780584,55,2.30258509299405,1.47403391565585,19.7376249143973
7644.18354044433,"1","Freitag",-4.20755340376944,"July",6.01615715969835,36,6.4338535052784,6.0947570824873,4.09730738355541,1,3.25809653802148,11.8321595661992,"C#","Major",278.710418212454,48,73,-2.43720283921226,1e-04,3.55534806148941,1.13415348204518,16.5088142281453
10325.1285222025,"1","Freitag",-4.20755340376944,"July",4.99721227376411,24,6.0947570824873,9.65111880416094,2.31144413344916,2,1.6094379124341,9.05538513813742,"G#","Major",242.14189990379,22,53,0,1,2.70805020110221,0.935923022250452,17.493788463729
6488.438409972,"2","Freitag",-4.20755340376944,"June",6.91174730025167,35,6.89614607365233,9.07763711090713,5.0086904106665,3,5.12989871492307,11.4017542509914,"C#","Minor",449.781505219462,84,89,5.26460875399433,17,3.76120011569356,1.2765537909333,17.8094103174051
4671.24148380278,"1","Sonntag",1.22865469807759,"June",10.0231798754541,63,16.5667519072045,11.4709535661528,9.2726724941263,28,0.693147180559945,9,"B","Major",441.035092945455,53,53,8.85850253431245,44,2.19722457733622,1.60906047342738,21.6624820646868
4864.08963733194,"1","Freitag",0,"July",8.4142741374084,36,8.59028750290872,7.93623142133968,5.98610458096402,18,5.4380793089232,9.69535971483266,"C#","Minor",242.14189990379,14,59,10.7771649666697,65,3.2188758248682,0.935923022250452,20.4370953241791
5897.29997541248,"1","Montag",3.07697133101089,"May",9.70582898273194,61,12.116050803149,9.39391508628923,10.0616381040311,1,0.693147180559945,11.13552872566,"A#","Major",316.950153486871,41,81,2.2591348467897,5,2.30258509299405,0.935923022250452,21.54865610531
6298.46806771297,"2","Mittwoch",0,"July",9.04852707581358,45,9.69284745424764,8.32812197646008,6.65268951437617,14,5.17048399503815,11.3137084989848,"D","Major",324.792325459155,55,78,0,1,3.13549421592915,1.13415348204518,21.0282216749053
8140.02549136058,"1","Dienstag",3.59385963793739,"January",10.431111294578,62,13.770187523854,-3.1230142185066,12.9734061504415,9,-9.21034037197618,11.7473401244707,"F","Minor",228,42,62,3.52056171320173,9,2.39789527279837,0.935923022250452,21.1888282366412
4969.57362356168,"1","Sonntag",0,"July",8.08517874807454,23,9.69284745424764,9.30542538550579,5.24933451150901,1,4.43081679884331,11.4891252930761,"E","Major",293.809893426738,27,48,9.45440624737546,50,2.484906649788,0.935923022250452,20.2697842361828
6261.54685361373,"2","Donnerstag",0,"September",9.05672288331058,42,13.3858427082254,10.2468574715245,7.86416820810687,26,5.03695260241363,11.4455231422596,"D","Major",398.171089263681,24,47,0,1,3.29583686600433,1.60906047342738,20.9308293594737
5746.87963159139,"2","Dienstag",0,"December",8.19367666595524,38,7.24721322674886,8.7907318102046,5.49918987548337,14,5.26785815906333,12.9614813968157,"F#","Minor",458.584898382381,58,73,2.2591348467897,5,2.30258509299405,1.47403391565585,20.1883103625432
4983.20388906575,"1","Donnerstag",-4.20755340376944,"June",5.91350300563827,20,3.6914529978149,4.32465569998023,3.35141362540313,4,4.53259949315326,9.89949493661167,"C#","Major",373.161576722668,40,79,7.62384726823923,33,3.40119738166216,1.38603106310711,17.5964591955232
4689.52577559821,"1","Mittwoch",5.84471771197699,"January",10.3457023746743,55,15.117463285423,8.32812197646008,9.95860087114156,1,-9.21034037197618,10.0995049383621,"C#","Major",221.03583670215,50,73,8.7545307189726,43,2.70805020110221,1.13415348204518,21.4209500461089
4767.13850228835,"2","Freitag",0,"April",7.93379687481541,30,8.05143297459921,9.77538147758289,5.31531151659999,1e-04,4.74493212836325,10.0498756211209,"A#","Major",131.50157628316,32,57,11.7816323778118,78,2.99573227355399,0.935923022250452,20.2140669692949
2979.49223862053,"2","Freitag",-4.20755340376944,"June",5.58724865840025,9,3.11060681643921,2.37256619803235,3.79729661461215,2,4.27666611901606,11.4017542509914,"F","Major",332.697998527472,36,34,11.6340116707317,76,3.55534806148941,1.60906047342738,17.4970907370691
10325.1285222025,"1","Freitag",-4.20755340376944,"July",4.93447393313069,17,4.32465569998023,8.6914841771195,1.74618943088019,1e-04,2.07944154167984,11.916375287813,"D","Major",235.035593728849,20,64,0,1,2.484906649788,0.935923022250452,17.4849250172778
7416.19545319566,"2","Freitag",0.743491774985175,"July",9.74390548271166,36,18.0693524762546,9.8969548356029,9.50744041892379,31,-9.21034037197618,13.0384048104053,"C#","Major",301.458399416165,48,76,1.85275281648062,4,2.30258509299405,1.2765537909333,21.7035989376449
6774.82911223597,"2","Freitag",-4.20755340376944,"March",7.65633716643018,44,9.07763711090713,8.83965271592207,6.00071053311242,11,5.77765232322266,11.13552872566,"G#","Minor",458.584898382381,70,68,1.3796139347884,3,2.39789527279837,1.13415348204518,19.2255179375719
5706.56131133277,"1","Donnerstag",1.89864830730607,"November",9.78897416574737,53,17.3640073455582,10.8556653753464,11.160564564634,1e-04,0.693147180559945,10.4880884817015,"C#","Major",235.035593728849,45,41,11.5593264142762,75,2.39789527279837,0.935923022250452,21.7835674937316
7490.03524691306,"2","Freitag",0,"May",9.09043007530363,43,10.0939683610206,10.6829581039152,6.40294811905818,26,3.89182029811063,9.59166304662544,"C#","Minor",578.056448859614,43,71,3.52056171320173,9,2.19722457733622,1.54704422910618,21.0884350746068
3281.93037707993,"1","Montag",2.57858283255199,"June",8.70946507906336,53,11.6533704349331,11.5931417351632,12.0386305504939,22,7.28000825288419,10.770329614269,"D","Major",494.361054218179,40,66,8.32345339593029,39,3.2188758248682,1.47403391565585,18.9243858750735
387.191167254626,"2","Mittwoch",3.07697133101089,"June",6.46302945692067,50,0,7.57302464450383,2.31144413344916,1e-04,7.0647590277918,11.3578166916005,"A","Major",332.697998527472,84,82,11.1766339918896,70,2.19722457733622,1.47403391565585,17.8768981395044
4536.69968148653,"1","Freitag",-4.20755340376944,"March",7.27655640271871,12,7.87758533681648,9.8161977362072,4.26943588457651,1e-04,6.06145691892802,9.89949493661167,"G#","Major",398.171089263681,67,60,5.61785797783917,19,2.484906649788,0.935923022250452,18.8721312611825
3892.82840618489,"1","Freitag",-4.20755340376944,"March",6.68959926917897,25,5.8203976445416,8.88811913258736,3.74108810316637,1e-04,5.08759633523238,13.114877048604,"C#","Minor",423.714713174103,76,76,2.61918127769805,6,2.30258509299405,1.60906047342738,18.3707759378003
7287.87578790967,"2","Freitag",-4.20755340376944,"March",7.58171964012531,38,5.72453815488877,9.48099204425403,4.00360331291396,5,4.40671924726425,12.2474487139159,"D","Major",373.161576722668,14,76,1.85275281648062,4,2.30258509299405,1.13415348204518,19.338191723022
10325.1285222025,"1","Mittwoch",2.15484540552628,"November",8.49187538343195,23,4.72981827162529,7.11008077908888,-6.01892829446503,1e-04,2.30258509299405,11.6619037896906,"A","Minor",324.792325459155,19,53,4.02374658819718,11,1.79175946922805,1.13415348204518,20.3449768885294
6142.81002473624,"1","Freitag",1.22865469807759,"June",3.43398720448515,39,0.770481377816388,10.2090118241587,2.31144413344916,1e-04,-9.21034037197618,9.38083151964686,"C#","Minor",256.563882754578,34,47,3.52056171320173,9,4.4188406077966,1.13415348204518,17.463879323264
6110.42461699676,"2","Freitag",-4.20755340376944,"May",7.68478394352278,23,8.53892867605105,11.5017211603106,5.27161296707143,2,6.16961073249146,11.9582607431014,"D#","Major",503.443991379318,69,44,4.88544234765694,15,2.30258509299405,2.16565139309123,18.7892408289596
7583.65967063396,"1","Freitag",-4.20755340376944,"March",7.60090245954208,46,7.38031949905346,10.1325713176261,5.13331440538913,1,-9.21034037197618,10,"F#","Minor",228,17,35,11.2544537766068,71,2.39789527279837,0.935923022250452,18.6641565077979
8104.47691094249,"1","Freitag",0,"December",7.95120715647297,25,7.93623142133968,11.83074868664,4.53198460282268,1,5.46383180502561,11.9582607431014,"F","Major",278.710418212454,39,55,4.68441189007034,14,2.39789527279837,1.78916109749878,19.8061916932854
7583.65967063396,"1","Samstag",3.21875914758613,"January",9.92000046091034,52,9.48099204425403,11.4400360415553,10.9542449037301,3,5.29831736654804,10.5830052442584,"C#","Minor",278.710418212454,24,66,2.94476606120695,7,2.484906649788,0.935923022250452,20.7067680009668
5515.62698158605,"1","Freitag",-4.20755340376944,"June",6.51323011091231,47,4.8548535074386,10.1709177719105,3.79729661461215,4,4.35670882668959,9.64365076099295,"G","Major",324.792325459155,57,59,1.3796139347884,3,3.63758615972639,0.935923022250452,18.5902745369781
10325.1285222025,"1","Sonntag",3.07697133101089,"January",9.04168500594604,23,11.9463635932822,10.3218190455462,6.64250746552761,1e-04,1.6094379124341,14.3527000944073,"G","Major",187.313237696657,50,55,9.45440624737546,50,2.70805020110221,1.66270922124243,20.5986445556922
6406.26596908579,"3","Freitag",0,"December",7.65444322647011,58,4.46520877893817,10.6478146878443,3.42379650962105,2,5.5834963087817,9.38083151964686,"G","Minor",373.161576722668,17,71,4.88544234765694,15,2.39789527279837,1.2765537909333,19.4729005691679
